instrument_name,type,expiry_date,strike,T_years,S0,market_price_btc,market_price_usd,mark_iv,bid_btc,ask_btc,open_interest
BTC-27FEB26-50000-P,put,27FEB26,50000.0,0.23092,93505.89,0.00305845,285.9830892705,70.34,0.0029,0.0032,223.4
BTC-27FEB26-60000-C,call,27FEB26,60000.0,0.23092,93505.89,0.36537898,34165.0867121922,61.88,0.364,0.3665,0.1
BTC-27FEB26-60000-P,put,27FEB26,60000.0,0.23092,93505.89,0.00704979,659.1968882631,61.88,0.0065,0.0075,49.6
BTC-27FEB26-65000-C,call,27FEB26,65000.0,0.23092,93505.89,0.3153626,29488.260585714,58.15,0.314,0.3165,0.0
BTC-27FEB26-65000-P,put,27FEB26,65000.0,0.23092,93505.89,0.01050598,982.3710102222,58.15,0.01,0.011,65.1
BTC-27FEB26-70000-C,call,27FEB26,70000.0,0.23092,93505.89,0.26723163,24987.7313993007,55.12,0.2655,0.268,0.0
BTC-27FEB26-70000-P,put,27FEB26,70000.0,0.23092,93505.89,0.01584758,1481.8420722462,55.12,0.0155,0.0165,349.3
BTC-27FEB26-75000-C,call,27FEB26,75000.0,0.23092,93505.89,0.22145032,20706.9092623848,52.39,0.2195,0.2225,52.7
BTC-27FEB26-75000-P,put,27FEB26,75000.0,0.23092,93505.89,0.02353883,2201.0192487087,52.39,0.023,0.024,380.9
BTC-27FEB26-80000-C,call,27FEB26,80000.0,0.23092,93505.89,0.17857993,16698.2752907877,49.79,0.177,0.1795,2.7
BTC-27FEB26-80000-P,put,27FEB26,80000.0,0.23092,93505.89,0.03414101,3192.3855255488997,49.79,0.034,0.0345,97.7
BTC-27FEB26-82000-C,call,27FEB26,82000.0,0.23092,93505.89,0.16263948,15207.7493265372,48.94,0.161,0.1635,0.4
BTC-27FEB26-82000-P,put,27FEB26,82000.0,0.23092,93505.89,0.03958959,3701.8598476851002,48.94,0.039,0.04,76.2
BTC-27FEB26-84000-C,call,27FEB26,84000.0,0.23092,93505.89,0.14757688,13799.3075078232,48.25,0.146,0.1485,7.6
BTC-27FEB26-84000-P,put,27FEB26,84000.0,0.23092,93505.89,0.04591601,4293.4173802989,48.25,0.0455,0.0465,21.9
BTC-27FEB26-85000-C,call,27FEB26,85000.0,0.23092,93505.89,0.14009076,13099.311194576401,47.77,0.139,0.141,14.7
BTC-27FEB26-85000-P,put,27FEB26,85000.0,0.23092,93505.89,0.04912441,4593.4216777749,47.77,0.0485,0.0495,184.1
BTC-27FEB26-86000-C,call,27FEB26,86000.0,0.23092,93505.89,0.13304749,12440.723964716099,47.46,0.132,0.134,9.7
BTC-27FEB26-86000-P,put,27FEB26,86000.0,0.23092,93505.89,0.05277565,4934.8341235785,47.46,0.0525,0.053,38.8
BTC-27FEB26-88000-C,call,27FEB26,88000.0,0.23092,93505.89,0.11945791,11170.0181920899,46.8,0.1185,0.12,175.7
BTC-27FEB26-88000-P,put,27FEB26,88000.0,0.23092,93505.89,0.0605751,5664.128637339,46.8,0.06,0.061,124.2
BTC-27FEB26-90000-C,call,27FEB26,90000.0,0.23092,93505.89,0.10682041,9988.337507214901,46.24,0.106,0.1075,418.5
BTC-27FEB26-90000-P,put,27FEB26,90000.0,0.23092,93505.89,0.06932662,6482.447303791801,46.24,0.069,0.07,393.2
BTC-27FEB26-92000-C,call,27FEB26,92000.0,0.23092,93505.89,0.09495234,8878.6030592826,45.66,0.0945,0.0955,294.7
BTC-27FEB26-92000-P,put,27FEB26,92000.0,0.23092,93505.89,0.07884758,7372.7131422462,45.66,0.0785,0.0795,136.8
BTC-27FEB26-94000-C,call,27FEB26,94000.0,0.23092,93505.89,0.08415563,7869.047081660699,45.23,0.0835,0.0845,243.5
BTC-27FEB26-94000-P,put,27FEB26,94000.0,0.23092,93505.89,0.0894399,8363.157451011,45.23,0.089,0.09,70.0
BTC-27FEB26-95000-C,call,27FEB26,95000.0,0.23092,93505.89,0.07901724,7388.5773515436,44.99,0.0785,0.0795,120.6
BTC-27FEB26-95000-P,put,27FEB26,95000.0,0.23092,93505.89,0.09499602,8882.6873965578,44.99,0.0945,0.0955,0.9
BTC-27FEB26-96000-C,call,27FEB26,96000.0,0.23092,93505.89,0.07423997,6941.8744684233,44.84,0.074,0.0745,138.9
BTC-27FEB26-96000-P,put,27FEB26,96000.0,0.23092,93505.67,0.10091326,9435.9619881842,44.84,0.1005,0.1015,10.7
BTC-27FEB26-98000-C,call,27FEB26,98000.0,0.23092,93505.89,0.06518462,6095.1459074118,44.47,0.065,0.0655,85.2
BTC-27FEB26-98000-P,put,27FEB26,98000.0,0.23092,93505.89,0.11324694,10589.2559144766,44.47,0.1125,0.1145,7.6
BTC-27FEB26-100000-C,call,27FEB26,100000.0,0.23092,93505.89,0.05704013,5333.5881213657,44.17,0.0565,0.0575,748.7
BTC-27FEB26-100000-P,put,27FEB26,100000.0,0.23092,93505.89,0.12649147,11827.697479758299,44.17,0.1255,0.1275,0.1
BTC-27FEB26-102000-C,call,27FEB26,102000.0,0.23092,93505.89,0.0502048,4694.444506272,44.16,0.0495,0.0505,226.7
BTC-27FEB26-102000-P,put,27FEB26,102000.0,0.23092,93505.89,0.14104517,13188.5541510513,44.16,0.1395,0.144,2.2
BTC-27FEB26-104000-C,call,27FEB26,104000.0,0.23092,93505.89,0.04394308,4108.9368047412,44.1,0.043,0.044,5.4
BTC-27FEB26-104000-P,put,27FEB26,104000.0,0.23092,93505.89,0.15617248,14603.0467359072,44.1,0.1545,0.158,0.1
BTC-27FEB26-105000-C,call,27FEB26,105000.0,0.23092,93505.89,0.04095634,3829.6590228426,44.0,0.04,0.041,340.7
BTC-27FEB26-105000-P,put,27FEB26,105000.0,0.23092,93505.89,0.16388026,15323.7695647314,44.0,0.1625,0.1665,0.1
BTC-27FEB26-110000-C,call,27FEB26,110000.0,0.23092,93505.89,0.02871667,2685.1777861863,43.79,0.028,0.0285,679.6
BTC-27FEB26-110000-P,put,27FEB26,110000.0,0.23092,93505.89,0.20511315,19179.2876414535,43.79,0.2025,0.2095,25.0
BTC-27FEB26-120000-C,call,27FEB26,120000.0,0.23092,93505.67,0.01408997,1317.4920851299,44.13,0.0135,0.014,274.6
BTC-27FEB26-120000-P,put,27FEB26,120000.0,0.23092,93505.89,0.29743158,27811.6046020062,44.13,,,0.0
BTC-27FEB26-130000-C,call,27FEB26,130000.0,0.23092,93505.89,0.00674775,630.9543692475,44.57,0.0065,0.007,382.4
BTC-27FEB26-130000-P,put,27FEB26,130000.0,0.23092,93505.89,0.3970345,37125.064283205,44.57,,,0.0
BTC-27MAR26-20000-C,call,27MAR26,20000.0,0.30763,93886.07,0.78722086,73909.0727674202,102.28,0.786,0.788,17.9
BTC-27MAR26-20000-P,put,27MAR26,20000.0,0.30763,93886.07,0.00024635,23.128833344500002,102.28,0.0002,0.0003,1877.6
BTC-27MAR26-30000-C,call,27MAR26,30000.0,0.30763,93885.74,0.68121292,63956.1790917608,86.24,0.68,0.682,38.1
BTC-27MAR26-30000-P,put,27MAR26,30000.0,0.30763,93885.74,0.00075115,70.52227360100001,86.24,0.0007,0.0008,1307.5
BTC-27MAR26-40000-C,call,27MAR26,40000.0,0.30763,93885.74,0.57594121,54072.666697345405,75.1,0.5745,0.5765,8.7
BTC-27MAR26-40000-P,put,27MAR26,40000.0,0.30763,93886.07,0.00199218,187.0379509326,75.1,0.0018,0.0021,302.7
BTC-27MAR26-50000-C,call,27MAR26,50000.0,0.30763,93886.07,0.47209228,44322.8888465396,66.21,0.4715,0.473,41.4
BTC-27MAR26-50000-P,put,27MAR26,50000.0,0.30763,93886.07,0.00465599,437.1326030593,66.21,0.0044,0.0049,1587.3
BTC-27MAR26-60000-C,call,27MAR26,60000.0,0.30763,93886.07,0.37142406,34871.545296844204,59.45,0.37,0.372,28.0
BTC-27MAR26-60000-P,put,27MAR26,60000.0,0.30763,93886.07,0.01050051,985.8516168957,59.45,0.01,0.011,1379.7
BTC-27MAR26-65000-C,call,27MAR26,65000.0,0.30763,93886.07,0.32271432,30298.379237522404,56.2,0.322,0.324,3.2
BTC-27MAR26-65000-P,put,27MAR26,65000.0,0.30763,93885.74,0.01504715,1412.712812641,56.2,0.0145,0.0155,1117.9
BTC-27MAR26-70000-C,call,27MAR26,70000.0,0.30763,93886.07,0.27625013,25936.0390426891,53.68,0.2755,0.277,75.0
BTC-27MAR26-70000-P,put,27MAR26,70000.0,0.30763,93886.07,0.02183933,2050.4088651331003,53.68,0.0215,0.0225,1030.6
BTC-27MAR26-75000-C,call,27MAR26,75000.0,0.30763,93886.07,0.23217137,21797.6574958159,51.34,0.231,0.233,9.7
BTC-27MAR26-75000-P,put,27MAR26,75000.0,0.30763,93885.74,0.03101694,2912.0483644356,51.34,0.0305,0.0315,1932.5
BTC-27MAR26-80000-C,call,27MAR26,80000.0,0.30763,93886.07,0.19128711,17959.1949995577,49.3,0.19,0.192,116.2
BTC-27MAR26-80000-P,put,27MAR26,80000.0,0.30763,93885.74,0.04338905,4073.613067147,49.3,0.043,0.044,2542.5
BTC-27MAR26-85000-C,call,27MAR26,85000.0,0.30763,93885.74,0.15452647,14507.831985537801,47.7,0.1535,0.1555,743.6
BTC-27MAR26-85000-P,put,27MAR26,85000.0,0.30763,93886.07,0.05988478,5622.3466470146,47.7,0.0595,0.06,2548.2
BTC-27MAR26-90000-C,call,27MAR26,90000.0,0.30763,93886.07,0.12246697,11497.9425181079,46.48,0.1215,0.123,853.2
BTC-27MAR26-90000-P,put,27MAR26,90000.0,0.30763,93886.07,0.08108166,7612.438406476201,46.48,0.0805,0.082,1106.4
BTC-27MAR26-95000-C,call,27MAR26,95000.0,0.30763,93886.07,0.09527034,8944.5578101638,45.54,0.0945,0.096,1282.9
BTC-27MAR26-95000-P,put,27MAR26,95000.0,0.30763,93885.74,0.1071414,10059.049623636,45.54,0.1065,0.108,1201.3
BTC-27MAR26-100000-C,call,27MAR26,100000.0,0.30763,93885.74,0.07271852,6827.2320619048,44.77,0.072,0.0735,2052.3
BTC-27MAR26-100000-P,put,27MAR26,100000.0,0.30763,93885.74,0.13784595,12941.769021753,44.77,0.137,0.1395,1371.9
BTC-27MAR26-105000-C,call,27MAR26,105000.0,0.30763,93886.07,0.0554913,5209.860076191,44.6,0.0545,0.0555,1954.9
BTC-27MAR26-105000-P,put,27MAR26,105000.0,0.30763,93886.07,0.1738751,16324.449809857002,44.6,0.1725,0.1755,482.1
BTC-27MAR26-110000-C,call,27MAR26,110000.0,0.30763,93886.07,0.04148137,3894.5228075159,44.28,0.0405,0.0415,739.2
BTC-27MAR26-110000-P,put,27MAR26,110000.0,0.30763,93886.07,0.21312154,20009.1438229478,44.28,0.2105,0.2155,914.7
BTC-27MAR26-115000-C,call,27MAR26,115000.0,0.30763,93886.07,0.03147513,2955.0762584391,44.52,0.03,0.0315,1280.2
BTC-27MAR26-115000-P,put,27MAR26,115000.0,0.30763,93886.07,0.25637167,24069.728555636902,44.52,0.252,0.26,524.9
BTC-27MAR26-120000-C,call,27MAR26,120000.0,0.30763,93886.07,0.02348754,2205.1528245678,44.57,0.0225,0.0235,1351.5
BTC-27MAR26-120000-P,put,27MAR26,120000.0,0.30763,93886.07,0.30164046,28319.837342392202,44.57,0.2975,0.305,193.7
BTC-27MAR26-125000-C,call,27MAR26,125000.0,0.30763,93885.74,0.01760455,1652.816204117,44.77,0.017,0.0175,983.6
BTC-27MAR26-125000-P,put,27MAR26,125000.0,0.30763,93886.07,0.34901384,32767.537813208804,44.77,0.345,0.353,91.3
BTC-27MAR26-130000-C,call,27MAR26,130000.0,0.30763,93886.07,0.01298808,1219.3997880456002,44.82,0.0125,0.0135,1733.0
BTC-27MAR26-130000-P,put,27MAR26,130000.0,0.30763,93885.74,0.39765374,37334.0156436676,44.82,0.3945,0.4025,424.1
BTC-27MAR26-135000-C,call,27MAR26,135000.0,0.30763,93886.07,0.00998777,937.7124733639,45.36,0.0095,0.0105,2577.4
BTC-27MAR26-135000-P,put,27MAR26,135000.0,0.30763,93885.74,0.4479098,42052.343026252005,45.36,0.4445,0.453,42.8
BTC-27MAR26-140000-C,call,27MAR26,140000.0,0.30763,93886.07,0.00798683,749.8520804581001,46.24,0.0075,0.0085,922.7
BTC-27MAR26-140000-P,put,27MAR26,140000.0,0.30763,93886.07,0.49916524,46864.66266420681,46.24,,,2.8
BTC-27MAR26-145000-C,call,27MAR26,145000.0,0.30763,93886.07,0.00624318,586.1476345026,46.81,0.006,0.0065,281.6
BTC-27MAR26-145000-P,put,27MAR26,145000.0,0.30763,93885.74,0.55067796,51700.80777629041,46.81,,,0.8
BTC-27MAR26-150000-C,call,27MAR26,150000.0,0.30763,93886.07,0.00514498,483.0419524286001,47.78,0.005,0.0055,1636.9
BTC-27MAR26-150000-P,put,27MAR26,150000.0,0.30763,93886.07,0.60283612,56597.9141608484,47.78,,,10.8
BTC-27MAR26-155000-C,call,27MAR26,155000.0,0.30763,93886.07,0.00412324,387.11479926680005,48.41,0.0039,0.0043,470.9
BTC-27MAR26-155000-P,put,27MAR26,155000.0,0.30763,93886.07,0.65507076,61502.019228313206,48.41,,,1.2
BTC-27MAR26-160000-C,call,27MAR26,160000.0,0.30763,93886.07,0.00339406,318.65495474420004,49.19,0.0032,0.0036,1245.7
BTC-27MAR26-160000-P,put,27MAR26,160000.0,0.30763,93885.74,0.70759795,66433.357158233,49.19,,,0.9
BTC-27MAR26-170000-C,call,27MAR26,170000.0,0.30763,93886.07,0.00240348,225.65329152360002,50.86,0.0024,0.0026,655.4
BTC-27MAR26-170000-P,put,27MAR26,170000.0,0.30763,93886.07,0.81312011,76340.6515658677,50.86,,,2.0
BTC-27MAR26-180000-C,call,27MAR26,180000.0,0.30763,93885.74,0.00179128,168.1756483472,52.6,0.0016,0.002,2415.3
BTC-27MAR26-180000-P,put,27MAR26,180000.0,0.30763,93886.07,0.91902065,86283.2370773455,52.6,,,0.3
BTC-27MAR26-190000-C,call,27MAR26,190000.0,0.30763,93885.74,0.00138914,130.4204368636,54.35,0.0012,0.0016,884.6
BTC-27MAR26-190000-P,put,27MAR26,190000.0,0.30763,93886.07,1.02513126,96245.54523554821,54.35,,,0.1
BTC-27MAR26-200000-C,call,27MAR26,200000.0,0.30763,93885.74,0.00105271,98.83445735540002,55.71,0.0011,0.0012,803.4
BTC-27MAR26-200000-P,put,27MAR26,200000.0,0.30763,93886.07,1.13130756,106214.0207696892,55.71,,,1.1
BTC-27MAR26-210000-C,call,27MAR26,210000.0,0.30763,93885.74,0.00083982,78.8471221668,57.22,0.0007,0.001,334.1
BTC-27MAR26-210000-P,put,27MAR26,210000.0,0.30763,93885.74,1.23760742,116193.68845619081,57.22,,,0.0
BTC-27MAR26-220000-C,call,27MAR26,220000.0,0.30763,93886.07,0.00069428,65.18322067960001,58.77,0.0006,0.0008,208.3
BTC-27MAR26-220000-P,put,27MAR26,220000.0,0.30763,93886.07,1.34397462,126180.49525154341,58.77,,,0.0
BTC-27MAR26-230000-C,call,27MAR26,230000.0,0.30763,93886.07,0.00053415,50.1492442905,59.72,0.0004,0.0007,186.5
BTC-27MAR26-230000-P,put,27MAR26,230000.0,0.30763,93885.74,1.45032724,136165.0461695576,59.72,,,0.0
BTC-27MAR26-240000-C,call,27MAR26,240000.0,0.30763,93886.07,0.00043035,40.403870224500004,60.82,0.0003,0.0006,152.1
BTC-27MAR26-240000-P,put,27MAR26,240000.0,0.30763,93886.07,1.55673618,146155.84196701262,60.82,,,0.0
BTC-27MAR26-260000-C,call,27MAR26,260000.0,0.30763,93886.07,0.00035256,33.1004728392,64.04,0.0003,0.0004,326.1
BTC-27MAR26-260000-P,put,27MAR26,260000.0,0.30763,93886.07,1.76968388,166148.66463555163,64.04,,,0.1
BTC-27MAR26-280000-C,call,27MAR26,280000.0,0.30763,93886.07,0.00028626,26.8758263982,66.77,0.0002,0.0004,264.0
BTC-27MAR26-280000-P,put,27MAR26,280000.0,0.30763,93886.07,1.98264306,186142.56511617423,66.77,,,0.0
BTC-27MAR26-300000-C,call,27MAR26,300000.0,0.30763,93885.74,0.00021062,19.7742145588,68.57,0.0001,0.0004,380.6
BTC-27MAR26-300000-P,put,27MAR26,300000.0,0.30763,93886.07,2.19559291,206135.5896397637,68.57,2.185,2.2065,136.1
BTC-27MAR26-320000-C,call,27MAR26,320000.0,0.30763,93886.07,0.00017873,16.7802572911,70.91,0.0001,0.0003,493.3
BTC-27MAR26-320000-P,put,27MAR26,320000.0,0.30763,93885.74,2.4085865,226131.92590651003,70.91,2.397,2.4215,340.0
BTC-27MAR26-340000-C,call,27MAR26,340000.0,0.30763,93886.07,0.00017827,16.7370696989,73.94,,0.0003,474.9
BTC-27MAR26-340000-P,put,27MAR26,340000.0,0.30763,93886.07,2.62161153,246132.80361838712,73.94,2.61,2.6335,320.1
BTC-26JUN26-20000-C,call,26JUN26,20000.0,0.55694,95128.61,0.79057445,75206.2485300145,87.63,0.7895,0.791,8.4
BTC-26JUN26-20000-P,put,26JUN26,20000.0,0.55694,95128.61,0.0008172,77.739100092,87.63,0.0007,0.0009,1987.8
BTC-26JUN26-30000-C,call,26JUN26,30000.0,0.55694,95128.61,0.68710524,65363.36640491639,76.41,0.6855,0.688,0.5
BTC-26JUN26-30000-P,put,26JUN26,30000.0,0.55694,95128.61,0.00246937,234.9077356757,76.41,0.0021,0.0028,755.3
BTC-26JUN26-40000-C,call,26JUN26,40000.0,0.55694,95128.61,0.58548276,55696.1611377636,68.45,0.5845,0.5865,11.8
BTC-26JUN26-40000-P,put,26JUN26,40000.0,0.55694,95128.61,0.00596827,567.7532292047,68.45,0.0055,0.0065,732.3
BTC-26JUN26-50000-C,call,26JUN26,50000.0,0.55694,95128.61,0.48682646,46311.1244510206,62.12,0.4855,0.488,22.7
BTC-26JUN26-50000-P,put,26JUN26,50000.0,0.55694,95128.61,0.01243334,1182.7663518574,62.12,0.012,0.013,556.6
BTC-26JUN26-60000-C,call,26JUN26,60000.0,0.55694,95128.61,0.39282093,37368.509049807304,56.96,0.3915,0.394,9.9
BTC-26JUN26-60000-P,put,26JUN26,60000.0,0.55694,95128.61,0.02354919,2240.2017113259003,56.96,0.023,0.024,1654.2
BTC-26JUN26-70000-C,call,26JUN26,70000.0,0.55694,95128.28,0.30645046,29152.105165008797,53.11,0.305,0.3075,21.5
BTC-26JUN26-70000-P,put,26JUN26,70000.0,0.55694,95128.61,0.0423001,4023.949715861,53.11,0.042,0.043,840.3
BTC-26JUN26-75000-C,call,26JUN26,75000.0,0.55694,95128.61,0.26708599,25407.5189791739,51.6,0.2655,0.2685,0.1
BTC-26JUN26-75000-P,put,26JUN26,75000.0,0.55694,95128.61,0.05549631,5279.2868304291,51.6,0.055,0.056,2342.4
BTC-26JUN26-80000-C,call,26JUN26,80000.0,0.55694,95128.61,0.23119075,21992.8546923575,50.51,0.229,0.232,21.2
BTC-26JUN26-80000-P,put,26JUN26,80000.0,0.55694,95128.61,0.07216176,6864.6479239536,50.51,0.072,0.0725,2041.9
BTC-26JUN26-85000-C,call,26JUN26,85000.0,0.55694,95128.61,0.1980997,18844.949102417,49.43,0.1965,0.199,504.3
BTC-26JUN26-85000-P,put,26JUN26,85000.0,0.55694,95128.61,0.0916314,8716.767714354,49.43,0.0915,0.092,1262.6
BTC-26JUN26-90000-C,call,26JUN26,90000.0,0.55694,95128.61,0.16858301,16037.067410916101,48.6,0.167,0.1695,237.1
BTC-26JUN26-90000-P,put,26JUN26,90000.0,0.55694,95128.61,0.1146754,10908.911403193999,48.6,0.1145,0.115,1567.0
BTC-26JUN26-95000-C,call,26JUN26,95000.0,0.55694,95128.61,0.14188471,13497.2952425531,47.71,0.141,0.143,194.8
BTC-26JUN26-95000-P,put,26JUN26,95000.0,0.55694,95128.61,0.14053779,13369.1646151719,47.71,0.1395,0.1415,487.7
BTC-26JUN26-100000-C,call,26JUN26,100000.0,0.55694,95128.61,0.11899319,11319.6567641659,47.13,0.118,0.12,364.1
BTC-26JUN26-100000-P,put,26JUN26,100000.0,0.55694,95128.61,0.17020696,16191.5515171256,47.13,0.1695,0.1715,422.1
BTC-26JUN26-105000-C,call,26JUN26,105000.0,0.55694,95128.28,0.09947278,9462.6744682184,46.74,0.0985,0.1005,274.0
BTC-26JUN26-105000-P,put,26JUN26,105000.0,0.55694,95128.61,0.20324724,19334.6274275364,46.74,0.2025,0.2045,295.1
BTC-26JUN26-110000-C,call,26JUN26,110000.0,0.55694,95128.61,0.08299237,7894.9487987057,46.49,0.082,0.084,182.6
BTC-26JUN26-110000-P,put,26JUN26,110000.0,0.55694,95128.61,0.23932751,22766.8933610611,46.49,0.238,0.243,734.8
BTC-26JUN26-115000-C,call,26JUN26,115000.0,0.55694,95128.61,0.0695452,6615.738208172,46.49,0.0685,0.07,881.9
BTC-26JUN26-115000-P,put,26JUN26,115000.0,0.55694,95128.61,0.27844103,26487.708150868297,46.49,0.2745,0.283,111.5
BTC-26JUN26-120000-C,call,26JUN26,120000.0,0.55694,95128.61,0.05812669,5529.5112236009,46.49,0.057,0.0585,937.2
BTC-26JUN26-120000-P,put,26JUN26,120000.0,0.55694,95128.61,0.31958321,30401.506546638102,46.49,0.3155,0.324,193.4
BTC-26JUN26-125000-C,call,26JUN26,125000.0,0.55694,95128.61,0.04847517,4611.3755416137,46.49,0.0475,0.049,486.4
BTC-26JUN26-125000-P,put,26JUN26,125000.0,0.55694,95128.61,0.36249238,34483.3962449918,46.49,,,73.2
BTC-26JUN26-130000-C,call,26JUN26,130000.0,0.55694,95128.61,0.04034993,3838.4327544973,46.49,0.0395,0.041,1347.2
BTC-26JUN26-130000-P,put,26JUN26,130000.0,0.55694,95128.61,0.40692782,38710.4778869302,46.49,,,22.7
BTC-26JUN26-135000-C,call,26JUN26,135000.0,0.55694,95128.61,0.03373067,3208.7517514686997,46.59,0.033,0.0345,485.4
BTC-26JUN26-135000-P,put,26JUN26,135000.0,0.55694,95128.61,0.45286926,43080.8232155286,46.59,,,12.5
BTC-26JUN26-140000-C,call,26JUN26,140000.0,0.55694,95128.61,0.02834688,2696.5992922368,46.76,0.0275,0.029,462.0
BTC-26JUN26-140000-P,put,26JUN26,140000.0,0.55694,95128.28,0.50004615,47568.530170121994,46.76,,,17.1
BTC-26JUN26-145000-C,call,26JUN26,145000.0,0.55694,95128.61,0.02400992,2284.0303158112,47.03,0.0235,0.0245,130.7
BTC-26JUN26-145000-P,put,26JUN26,145000.0,0.55694,95128.61,0.54826988,52156.151589266796,47.03,,,5.1
BTC-26JUN26-150000-C,call,26JUN26,150000.0,0.55694,95128.61,0.02042664,1943.1578701704,47.32,0.0195,0.021,881.9
BTC-26JUN26-150000-P,put,26JUN26,150000.0,0.55694,95128.61,0.59724729,56815.3045239669,47.32,,,1.4
BTC-26JUN26-155000-C,call,26JUN26,155000.0,0.55694,95128.61,0.01761162,1675.3689304482002,47.75,0.017,0.018,93.0
BTC-26JUN26-155000-P,put,26JUN26,155000.0,0.55694,95128.61,0.64699296,61547.5409645856,47.75,,,1.1
BTC-26JUN26-160000-C,call,26JUN26,160000.0,0.55694,95128.28,0.01519088,1445.0822860864,48.13,0.0145,0.0155,602.1
BTC-26JUN26-160000-P,put,26JUN26,160000.0,0.55694,95128.61,0.69713291,66317.2847135551,48.13,,,1.0
BTC-26JUN26-165000-C,call,26JUN26,165000.0,0.55694,95128.61,0.01317311,1253.1396436771,48.53,0.0125,0.0135,107.5
BTC-26JUN26-165000-P,put,26JUN26,165000.0,0.55694,95128.61,0.74767583,71125.3624384963,48.53,,,0.5
BTC-26JUN26-170000-C,call,26JUN26,170000.0,0.55694,95128.28,0.01127813,1072.8691085164,48.75,0.0105,0.012,465.1
BTC-26JUN26-170000-P,put,26JUN26,170000.0,0.55694,95128.61,0.79834154,75945.1210054594,48.75,,,0.8
BTC-26JUN26-180000-C,call,26JUN26,180000.0,0.55694,95128.61,0.00873898,831.3270202178,49.65,0.008,0.009,1277.3
BTC-26JUN26-180000-P,put,26JUN26,180000.0,0.55694,95128.61,0.90092376,85703.6250047736,49.65,,,1.4
BTC-26JUN26-190000-C,call,26JUN26,190000.0,0.55694,95128.61,0.0067518,642.2893489979999,50.37,0.006,0.0075,500.0
BTC-26JUN26-190000-P,put,26JUN26,190000.0,0.55694,95128.61,1.00405796,95514.63809423559,50.37,,,0.4
BTC-26JUN26-200000-C,call,26JUN26,200000.0,0.55694,95128.61,0.00550761,523.9312837220999,51.41,0.005,0.006,972.3
BTC-26JUN26-200000-P,put,26JUN26,200000.0,0.55694,95128.61,1.10793515,105396.3307896415,51.41,,,0.6
BTC-26JUN26-210000-C,call,26JUN26,210000.0,0.55694,95128.61,0.00454661,432.51268951210005,52.41,0.0041,0.005,165.0
BTC-26JUN26-210000-P,put,26JUN26,210000.0,0.55694,95128.61,1.21209552,115304.9620048272,52.41,,,0.0
BTC-26JUN26-220000-C,call,26JUN26,220000.0,0.55694,95128.61,0.00373737,355.5308131557,53.23,0.0033,0.0042,641.8
BTC-26JUN26-220000-P,put,26JUN26,220000.0,0.55694,95128.61,1.31640766,125228.03088915261,53.23,,,0.2
BTC-26JUN26-230000-C,call,26JUN26,230000.0,0.55694,95128.61,0.00312096,296.8925866656,54.07,0.0027,0.0036,738.8
BTC-26JUN26-230000-P,put,26JUN26,230000.0,0.55694,95128.61,1.42091263,135169.4434233443,54.07,,,0.1
BTC-26JUN26-240000-C,call,26JUN26,240000.0,0.55694,95128.61,0.00267587,254.5517936407,54.99,0.0023,0.0031,515.6
BTC-26JUN26-240000-P,put,26JUN26,240000.0,0.55694,95128.61,1.52558891,145127.1524397151,54.99,,,0.1
BTC-26JUN26-250000-C,call,26JUN26,250000.0,0.55694,95128.61,0.00239683,228.0071063063,56.14,0.0021,0.0027,196.5
BTC-26JUN26-250000-P,put,26JUN26,250000.0,0.55694,95128.61,1.63043125,155100.6585130625,56.14,,,0.0
BTC-26JUN26-260000-C,call,26JUN26,260000.0,0.55694,95128.61,0.0021121,200.921137181,57.06,0.002,0.0024,195.2
BTC-26JUN26-260000-P,put,26JUN26,260000.0,0.55694,95128.61,1.7352679,165073.623304619,57.06,,,0.0
BTC-26JUN26-280000-C,call,26JUN26,280000.0,0.55694,95128.61,0.00173586,165.1299489546,59.06,0.0015,0.002,154.6
BTC-26JUN26-280000-P,put,26JUN26,280000.0,0.55694,95128.61,1.94513441,185037.9326864701,59.06,,,0.0
BTC-26JUN26-300000-C,call,26JUN26,300000.0,0.55694,95128.61,0.00134302,127.7596258022,60.36,0.0013,0.0015,455.0
BTC-26JUN26-300000-P,put,26JUN26,300000.0,0.55694,95128.61,2.15498432,205000.66293339522,60.36,,,0.0
BTC-26JUN26-320000-C,call,26JUN26,320000.0,0.55694,95128.61,0.00110202,104.8336307922,61.82,0.0009,0.0012,143.3
BTC-26JUN26-320000-P,put,26JUN26,320000.0,0.55694,95128.61,2.36498607,224977.83750846272,61.82,,,0.0
BTC-26JUN26-340000-C,call,26JUN26,340000.0,0.55694,95128.61,0.00098012,93.23745323319999,63.6,0.0008,0.0012,218.0
BTC-26JUN26-340000-P,put,26JUN26,340000.0,0.55694,95128.61,2.57510693,244966.3428522673,63.6,,,0.0
BTC-26JUN26-360000-C,call,26JUN26,360000.0,0.55694,95128.28,0.00088669,84.3492945932,65.31,0.0006,0.0011,172.2
BTC-26JUN26-360000-P,put,26JUN26,360000.0,0.55694,95128.61,2.78525625,264957.5555563125,65.31,,,0.0
BTC-26JUN26-380000-C,call,26JUN26,380000.0,0.55694,95128.61,0.00076636,72.9027615596,66.56,0.0007,0.001,250.0
BTC-26JUN26-380000-P,put,26JUN26,380000.0,0.55694,95128.61,2.99537868,284946.21025203477,66.56,,,0.0
